20241110	09:21:02	09f82b40-1e08-4f18-afaf-494cdfbd7cb2	/new-page	GET
20241110	09:21:02	f6b8e69f-a832-4038-bead-f10ce7c569ae	/img/cool.png	GET
20241110	09:21:03	2aa574ba-5788-4e6e-8c5c-b319a0907914	/favicon.ico	GET
20241110	09:21:37	30b2c765-9c4c-43cd-a8d7-4dfcb3f8e899	/new-page	GET
20241110	09:22:08	ba671642-7dee-4c54-b7ac-085f2d212cd6	/new-page	GET
20241110	09:22:09	1ca4d350-5a66-45e3-bc8d-0cf6cff62d5c	/new-page	GET
20241110	09:22:09	0e2fc256-6c99-4b8f-9e0c-0a5000440524	/img/cool.png	GET
20241110	09:22:14	13a79a8e-82a4-4ad8-9ec5-ad86008d4955	/	GET
20241110	20:45:42	fcd67404-75d3-4a11-99a5-c1d56d9fd5f8	GET	undefined	/
20241110	20:45:42	e35f033b-54a5-4f66-9bae-b00cb6efcbec	GET	undefined	/css/style.css
20241110	20:45:46	d7b42d0a-6bf9-4e04-b573-758a313d8d35	GET	undefined	/new-page
20241110	20:45:46	5b31b881-6ed4-4c70-bccb-5462148e5829	GET	undefined	/img/cool.png
20241110	20:45:57	99dfc7ad-31a1-42bb-92d8-a64475833524	GET	undefined	/old-page
20241110	20:45:57	53f442dc-66e3-48ee-8a63-648252aea553	GET	undefined	/new-page.html
20241110	20:45:57	ddaf703a-e8f6-4e8d-bab0-d1d621efd27b	GET	undefined	/img/cool.png
20241110	20:46:01	5b0ff64a-d224-4e97-98bf-8741daeab451	GET	undefined	/index
20241110	20:46:01	53460e90-15d3-41c3-b663-81f626d2b996	GET	undefined	/css/style.css
20241110	20:53:05	6b953711-d5c9-458a-b146-578c2b21dd2b	GET	undefined	/employees
20241110	20:53:42	1f11ad4f-e890-4cde-9038-74506f6daee4	POST	undefined	/employees
20241110	20:53:57	a218f7b9-09d3-4730-9bf0-d06f53f0309a	POST	undefined	/employees
20241110	20:54:07	5ccdde01-64b4-49e4-a016-e299724a294a	POST	undefined	/employees
20241110	20:54:07	9eaa7794-8ed4-4a15-8473-6ec115e285d3	POST	undefined	/employees
20241110	20:54:16	21442f52-25e0-4795-9943-0bcfc84fd864	POST	undefined	/employees
20241110	20:54:43	15a6a7df-7018-40da-9e83-46b12ac490bf	PUT	undefined	/employees
20241110	20:55:00	0725dae4-cb8e-410c-9b2d-edc6f0b2b9e3	DELETE	undefined	/employees
20241110	20:55:15	ee967258-a4f8-4980-9eba-ee26fcfe66db	DELETE	undefined	/employees/1
20241110	20:55:18	4085fc6f-4b0f-4bb4-9589-03c0084cdfc1	GET	undefined	/employees/1
20241110	21:21:37	379e643f-61ce-4aec-8306-a36097b43cc4	GET	undefined	/employees/1
20241110	21:22:04	b7378fb8-7bda-4d82-9fa4-82b9f915e713	GET	undefined	/employees/1
20241110	21:22:12	333f0398-dba6-4279-9e85-f9781613fd33	GET	undefined	/employees/2
20241110	21:22:17	85156c09-1f14-4867-b5e6-db74207a45f2	GET	undefined	/employees
20241110	21:22:41	a3883dc4-18b8-43b5-8dce-7db146f610bb	POST	undefined	/employees
20241110	21:23:04	d94aa860-1937-46b3-acde-540fa2dc319f	POST	undefined	/employees
20241110	21:23:51	77c75285-4328-4a16-8985-ad694d46df53	GET	undefined	/employees
20241110	21:23:58	02d04478-4611-4df5-944b-ad4576766c6a	POST	undefined	/employees
20241110	21:24:20	2a81e2aa-8b25-46b1-9acb-e8cf14915213	GET	undefined	/employees
20241110	21:25:00	a38e9ab7-a884-4c44-9ce7-07d173b4af25	GET	undefined	/employees
20241110	21:25:02	3b86ed98-a391-4cc5-a190-c6b6914972b3	GET	undefined	/employees
20241110	21:25:03	192c7c43-5fb2-4532-a7c5-e25c60c4bdbd	GET	undefined	/employees
20241110	21:25:04	6ee7ea73-cdf6-468b-a282-e5cef8ab8cfa	GET	undefined	/employees
20241110	21:25:06	439b77b7-079b-4295-9e7d-604e7fac6aca	POST	undefined	/employees
20241110	21:25:09	7aa94b78-af8c-458d-9f1e-8ce87004b77a	GET	undefined	/employees
20241110	21:25:11	e50a0157-3c9e-4b00-9fd7-48ad8ffb2d7c	GET	undefined	/employees
20241110	21:25:12	0d2fea7f-32a0-4abb-a665-99037a02e8c2	GET	undefined	/employees
20241110	21:25:16	bfc97f60-2453-461a-9e6f-696a9c0175e7	GET	undefined	/employees
20241110	21:25:19	f53e7eed-3d92-45d5-8319-64c6aa36753e	POST	undefined	/employees
20241110	21:25:21	2e17e059-222f-42b4-9df8-4388097d651d	GET	undefined	/employees
20241110	21:25:49	264e9cfd-8598-4d20-8616-a6ce926c5c97	PUT	undefined	/employees
20241110	21:26:05	ec292246-7bef-4c7b-970d-40161ca8bdfa	DELETE	undefined	/employees
20241110	21:26:16	3dd72fe6-0f6e-4d35-884c-dc2190d5b5a1	GET	undefined	/employees/1
20241110	21:26:24	ea7eb770-2661-4d16-973d-026e8a281273	GET	undefined	/employees/1
20241110	21:27:02	e1ec521a-d567-4564-a4d2-b62130c8cd42	GET	undefined	/employees/1
20241110	21:27:06	68e73495-1490-4c2c-8964-24f8d7e1f1e0	GET	undefined	/employees/2
20241110	21:27:08	cb954c68-a416-49c9-bf78-1500e37e8fc3	GET	undefined	/employees/3
20241110	21:27:10	bb0f6408-f97c-4ad0-86b3-3284ee3639ab	GET	undefined	/employees/4
20241110	22:37:57	72cfee7a-f482-4f7c-bdd2-c1b90b866fab	GET	undefined	/register
20241110	22:38:38	1ce5707a-8663-4065-bc8e-a8b4d8f1e85d	POST	undefined	/register
20241110	22:39:43	b5d349d1-e60b-4b8d-a2a2-ea3666f2cb6f	POST	undefined	/register
20241110	22:40:08	1c919076-fb28-4285-b78a-a8364ca3eff9	POST	undefined	/register
20241110	22:40:28	1041431b-850e-415e-ab2d-d44c2f1939b9	POST	undefined	/register
20241110	22:46:52	34ac6cb8-f23b-48bb-b288-8f863173a863	POST	undefined	/auth
20241110	22:46:58	3e59d1c4-2f32-4670-ac02-a7d6001807d7	POST	undefined	/auth
20241110	22:47:01	9cf9cb83-e2dd-49db-9c32-6519a62c95ab	POST	undefined	/auth
20241110	22:47:18	8f4aa1ef-953f-4a8a-ad15-4be0ece3cff1	POST	undefined	/register
20241111	21:23:15	4dec9db8-6cc7-4bef-907a-f479e811b7cf	POST	undefined	/auth
20241111	21:23:35	e99bc777-1bc8-4cc7-a576-0e56810efe4a	GET	undefined	/employees
20241111	21:24:01	76d7430c-daee-4eae-adb9-ef714468bbbb	POST	undefined	/auth
20241111	21:24:08	92bfc087-6965-4c68-b928-9e060c43ecad	GET	undefined	/auth
20241111	21:24:17	04eab43a-bd5a-4c41-b4d9-d7e3d4584ab7	GET	undefined	/employees
20241111	21:24:29	5b78a3f6-a151-4234-8141-0208c2b4c62b	GET	undefined	/employees
20241111	21:24:30	16a64cae-40ee-4bb4-86d9-44007614e852	GET	undefined	/employees
20241111	21:24:30	9e60d03b-787e-4dfe-986f-5c6082ccdcee	GET	undefined	/employees
20241111	21:24:31	431a6dc9-7bd3-4f94-8258-83957abd07b5	GET	undefined	/employees
20241111	21:24:31	33ef777b-555d-4265-bcfa-f10c76c4fe78	GET	undefined	/employees
20241111	21:26:11	f0f4f18e-a54c-4145-9c93-b741546c884d	POST	undefined	/auth
20241111	21:26:22	341e7b5e-a2a8-46e1-b4b9-758d7268f00f	GET	undefined	/employees
20241111	21:26:26	43c88ccc-5c6e-4055-924f-93176dc70f5e	GET	undefined	/employees
20241111	21:26:27	89bc3335-80ae-4cac-b802-1b71d7b8eade	GET	undefined	/employees
20241111	21:26:28	eaf1d59a-2dbb-430c-a54f-69addd7577ff	GET	undefined	/employees
20241111	21:26:28	531e23eb-e3a9-4180-a8d6-5d951dfb10c4	GET	undefined	/employees
20241111	21:26:38	8b4cc98e-8428-4a49-9b11-c71d8707311b	POST	undefined	/auth
20241111	21:26:41	a25f8c36-5d3d-415b-b225-4202e03c5932	POST	undefined	/auth
20241111	21:26:42	23bc80a0-e9df-4837-8c16-6d6e02766913	POST	undefined	/auth
20241111	21:26:43	6bfa281c-a3ad-42c4-b8b2-da1a0b6f59ef	POST	undefined	/auth
20241111	21:26:44	39d45236-c310-4f33-8059-057e354bc2a3	POST	undefined	/auth
20241111	21:26:45	588d7cd9-7239-457e-8458-2c4a0c153324	POST	undefined	/auth
20241111	21:26:46	8c60f13d-eb8d-4a2f-8996-fce03eda9a2f	POST	undefined	/auth
20241111	21:26:47	fcfddf11-fdaf-4e62-b464-84a8f227805e	POST	undefined	/auth
20241111	21:26:47	e52be8a4-6700-4b94-bd27-7fc15ca6b29f	POST	undefined	/auth
20241111	21:26:49	ef5a5cc8-f5e9-4cb9-9207-3f65e0d284df	POST	undefined	/auth
20241111	21:26:49	3a5ce8bd-9c9f-4052-9de8-0d9f51561231	POST	undefined	/auth
20241111	21:26:50	f12596f7-4e38-4e3a-ad72-b754e0e3bf43	POST	undefined	/auth
20241111	21:26:51	9fdfb18e-772f-497f-a0de-be0ffb4371f4	POST	undefined	/auth
20241111	21:26:55	ddd6d84f-d86c-4c90-b03c-95eabd387678	POST	undefined	/auth
20241111	21:27:07	0dd71194-99fa-4aee-8959-79142e20df60	GET	undefined	/employees
20241111	21:27:08	021a8e65-9249-43eb-84d2-dd05db7d04fd	GET	undefined	/employees
20241111	21:27:09	b5521782-aae9-4cdd-964f-9543357139bc	GET	undefined	/employees
20241111	21:27:11	c57b040e-391c-42e7-a32f-b2452f02d37e	GET	undefined	/employees
20241111	21:27:26	4bc06c89-850e-4156-8a52-353ecac0408b	POST	undefined	/auth
20241111	21:27:28	c33aad65-e0d1-48d0-bbd6-f8de5a505929	POST	undefined	/auth
20241111	21:27:32	1e1a15f2-cf73-4f1e-b0e8-2c1215072d3b	POST	undefined	/auth
20241111	21:27:39	cea1a3e9-9b8a-40de-ae16-818f66d01bc2	GET	undefined	/employees
20241111	21:27:43	d74b1fbc-add8-4e36-a10a-ea6e4c1d7d02	GET	undefined	/employees
20241111	21:27:59	8d1ba683-a60b-45a5-9ae4-daa249cca57f	GET	undefined	/employees
20241111	21:27:59	0730c65c-487f-489a-8c30-fac358a15898	GET	undefined	/employees
20241111	21:28:00	bbddc05a-6a1d-4b09-a95a-9b0da8a1ad53	GET	undefined	/employees
20241111	21:28:00	1ddae3ae-ce35-4652-8acb-a51965270d47	GET	undefined	/employees
20241111	21:28:01	52416d15-a7c4-4bee-91cd-8fa179d92929	GET	undefined	/employees
20241111	21:28:01	cf225243-dd13-4a33-a560-815f4aec15ef	GET	undefined	/employees
20241111	21:28:01	3a235130-026f-47ee-a044-d736d601423e	GET	undefined	/employees
20241111	21:28:02	03ba27eb-ecfa-4216-af7a-e61cb4f18fb7	GET	undefined	/employees
20241111	21:28:02	0be9377f-c1c5-412f-82a5-8363d48f79a5	GET	undefined	/employees
20241111	21:28:03	8cee3a4a-5fc8-47d4-871b-5a866c1bc56f	GET	undefined	/employees
20241111	21:28:23	400e1aef-f86d-41f6-bee4-0da933571fc8	POST	undefined	/employees
20241111	21:28:26	d16ce6f8-a2fa-46f3-8cad-761676070571	POST	undefined	/employees
20241111	21:28:42	b8ec8c55-7b15-4a94-9e81-12fc83bb08c6	POST	undefined	/employees
20241111	21:28:43	cf4964fe-c77e-4641-8817-ff86b0fa6c85	POST	undefined	/employees
20241111	21:28:47	231005f3-0bf5-4330-94fa-20ae64a38c9c	POST	undefined	/employees
20241111	21:37:08	b78ea580-cff1-4cde-adaf-326c57ef0a48	POST	undefined	/auth
20241111	21:37:43	c6486abd-6d09-4d8f-9366-d54fc84456be	GET	undefined	/refresh
20241111	21:37:48	421d9097-0a2d-41d2-9b82-9b5f81707fd8	GET	undefined	/refresh
20241111	21:37:54	21145b41-281e-45a9-8534-74226b72cee7	GET	undefined	/refresh
20241111	21:37:54	5a88dc19-282b-4e2c-8206-268959722878	GET	undefined	/refresh
20241111	21:38:03	52155d45-bed5-472e-a03d-82c275dd8c42	GET	undefined	/refresh
20241111	21:38:03	f8a7feba-0b9e-486c-9723-b7599f940256	GET	undefined	/refresh
20241111	21:38:03	0c9fb58f-a199-4c54-a92b-afefb023d24a	GET	undefined	/refresh
20241111	21:38:03	57e35851-ba84-4ff2-b21e-d2bb5882145d	GET	undefined	/refresh
20241111	21:38:03	9fe227cc-9b3c-4b7e-9233-1fac7abbbc19	GET	undefined	/refresh
20241111	21:38:04	170c5bd7-531e-46df-82ec-5c8126d4002c	GET	undefined	/refresh
20241111	21:39:25	18d74c3d-c7f7-4f42-919d-29f9560e937a	POST	undefined	/auth
20241111	21:39:30	ce1a4a73-49b5-4ad6-8b58-e21ac431790f	POST	undefined	/auth
20241111	21:39:40	c60ed263-659c-4a99-9a9d-d37a0da229ac	POST	undefined	/auth
20241111	21:39:42	bd3586e6-0db6-4af6-8d97-bddd51f60566	POST	undefined	/auth
20241111	21:39:49	149f72fa-55d4-4152-a1a9-724b98aee878	POST	undefined	/auth
20241111	21:40:02	c504fc4d-1297-4d87-835b-e0350614c1c4	POST	undefined	/auth
20241111	21:40:08	75052925-a9e2-48cd-a82f-873a9051b008	POST	undefined	/auth
20241111	21:40:09	a7135729-b65e-4717-a7f3-a5653f49970d	POST	undefined	/auth
20241111	21:40:10	063167c3-9cbd-4bd7-bf0f-8aa5b681d9da	POST	undefined	/auth
20241111	21:40:10	1cde433c-cb5e-4063-b91b-f20b24c7efea	POST	undefined	/auth
20241111	21:40:10	0152e224-b20f-45e5-bf2a-6033f265994a	POST	undefined	/auth
20241111	21:40:10	c926d5f7-be71-405a-aba5-8ba596a5b9a7	POST	undefined	/auth
20241111	21:40:10	8307f83f-2aca-4fb0-9057-b71245c55951	POST	undefined	/auth
20241111	21:40:10	0267c7c6-ec33-4c8c-a3a7-05ecdf6eba5e	POST	undefined	/auth
20241111	21:40:11	7a96fd0e-3158-4d95-be31-27a9995ea037	POST	undefined	/auth
20241111	21:40:11	20259a00-8c7c-4e0b-b30e-e25e14cdf956	POST	undefined	/auth
20241111	21:40:14	95392939-3879-4d6e-8ddd-d41f2f139361	POST	undefined	/auth
20241111	21:40:21	be778944-660a-447c-91cb-70e40dd9caba	POST	undefined	/auth
20241111	21:40:26	607570da-8fcb-42e1-a99c-608f1aeb9be0	POST	undefined	/auth
20241111	21:40:37	4ceda573-24ee-4d19-b1f3-5bdf2e47c808	POST	undefined	/auth
20241111	21:40:38	d06f685e-516b-4ae7-923d-1f86ae640ac3	POST	undefined	/auth
20241111	21:40:44	5420845c-0af6-4a6b-b6f4-2a379c8b6888	GET	undefined	/refresh
20241111	21:40:48	8ffb7cab-d01a-4f64-a317-6b412885f7ca	GET	undefined	/employees
20241111	21:40:48	4a7419c1-880c-431b-830d-8de6542981ad	GET	undefined	/employees
20241111	21:40:49	54497cf3-66f0-42b7-a5d5-bade3099ecbd	GET	undefined	/employees
20241111	21:40:57	ce769039-64a7-4304-834c-129402294e97	POST	undefined	/auth
20241111	21:42:22	c4ac6969-be6b-4491-9392-bc722a31e4f6	POST	undefined	/auth
20241111	21:42:25	b95719f1-cb32-4d22-b83b-624ae81b65b6	POST	undefined	/auth
20241111	21:42:26	a7a81515-7abe-4186-b920-3121a44df118	POST	undefined	/auth
20241111	21:44:17	b5efd240-76d0-483d-ad0c-1d5806d79765	POST	undefined	/auth
20241111	21:44:23	cb38ebf8-55fc-41db-bab2-c65c5cf042a0	GET	undefined	/employees
20241111	21:46:13	181b8f08-27f8-47e6-afd8-09783a9cd3ff	POST	undefined	/register
20241111	21:46:18	ed3960c2-28a1-4b28-93ee-61aa59969582	POST	undefined	/auth
20241111	21:46:27	6d988693-21ca-45e5-9947-7e4d3fb4e49c	POST	undefined	/auth
20241111	21:46:57	dd56868a-057a-47d9-9b29-8cdad3513d80	GET	undefined	/refresh
20241111	21:47:13	ed2910e1-a6e8-4f14-9774-537b7c8e4353	POST	undefined	/auth
20241111	21:47:31	9501252d-0c48-4c92-b01d-b64c63214242	GET	undefined	/refresh
20241111	21:47:32	8bfcf417-bfb3-44e8-a0e6-a9914e3ecff1	GET	undefined	/refresh
20241111	21:47:33	e0b158cb-ab69-42e1-bddf-b46db2badd3d	GET	undefined	/refresh
20241111	21:48:28	c0ca3eda-2176-4647-b67a-3b39398d915f	POST	undefined	/auth
20241111	21:48:41	107eaddd-9571-4f5b-bb4e-881e24d1ba40	GET	undefined	/refresh
20241111	21:48:47	98e15b0d-90bd-4d0f-a16e-c419c4f74d2a	GET	undefined	/refresh
20241111	21:52:09	d24fb666-7c9d-407e-b8cf-41534735e9f5	POST	undefined	/auth
20241111	21:52:12	255a8059-0b83-440d-864e-f0998d1c2c3b	GET	undefined	/refresh
20241111	21:52:14	f3ccd41c-d8a0-4354-8afc-f1849b3db4b4	GET	undefined	/refresh
20241111	21:52:17	60175878-9757-4150-8981-997d3e3aea1f	POST	undefined	/auth
20241111	21:52:18	3554e3c1-d503-4e6f-8dda-17c8c8c14b5e	POST	undefined	/auth
20241111	21:52:19	815d542b-b4d3-4856-a216-c18131b18b70	POST	undefined	/auth
20241111	21:52:20	aefe4afb-cbc8-4575-82e5-bf163b1c8648	POST	undefined	/auth
20241111	21:52:22	49d70363-c010-4f62-bf07-c4fb81825882	POST	undefined	/auth
20241111	21:52:22	f3f01834-3eab-4ca4-ba30-16a455db2727	POST	undefined	/auth
20241111	21:52:23	229bff54-3339-497a-967e-a9c15ffc09fd	POST	undefined	/auth
20241111	21:52:23	676f597a-9799-41e6-93a1-d1f7d8aaf89a	POST	undefined	/auth
20241111	21:52:25	631e84ae-7cb8-48b2-b8ca-4c2cb02281dd	POST	undefined	/auth
20241111	21:52:26	b9342990-2e71-4e1c-afb2-56d74b1f49db	POST	undefined	/auth
20241111	21:52:26	5ca53d50-820d-431d-aa68-2d896c8ee896	POST	undefined	/auth
20241111	21:52:28	f6447173-0d5a-410d-8871-289747486694	GET	undefined	/refresh
20241111	21:52:29	af28bb36-3b02-405a-9972-555a604d9e3b	GET	undefined	/refresh
20241111	21:52:30	f41a5b95-f7ad-4581-96e3-8f4256310c8f	GET	undefined	/refresh
20241111	21:52:31	d1b98988-538e-42b3-b6a7-f9eb1a76ff00	GET	undefined	/refresh
20241111	21:52:33	60cb0ffa-e72a-45f1-983e-b36fd4505c1e	GET	undefined	/refresh
20241111	21:52:34	56643114-8bd9-4c00-a2d7-85fc3a1e9f47	POST	undefined	/auth
20241111	21:55:00	2be02f8a-272c-4b80-882c-b23fba2ee43d	POST	undefined	/auth
20241111	21:55:03	1f377e46-1e82-4fe3-aefa-d9b13ac6c2c1	GET	undefined	/refresh
20241111	21:55:06	95c681a3-894d-4759-b187-3118320e5a39	GET	undefined	/refresh
20241111	21:55:08	0d3b8fed-33df-46f3-9a8f-6ada14dd8515	GET	undefined	/refresh
20241111	21:55:10	4acf9900-a7df-47fa-8b02-11763829384b	GET	undefined	/refresh
20241111	21:55:22	1267064d-c7e9-4112-b94a-1b3d722a875f	GET	undefined	/refresh
20241111	21:55:37	b5a97f1d-0a68-49d9-a3d2-30db7934dada	GET	undefined	/refresh
20241111	21:55:37	6e178525-e58a-494f-aa95-bdf15514dddf	GET	undefined	/refresh
20241111	21:55:38	7ab8c902-6b9e-481e-bcc3-905dcadff90c	GET	undefined	/refresh
20241112	20:51:08	6631fab1-13ec-4679-beb2-684e37d5c6cd	POST	undefined	/auth
20241112	20:51:30	b5731a2e-6b3a-4ea3-b9ec-e5daeeaf935c	GET	undefined	/logout
20241112	20:51:53	44fce976-b233-4f31-9682-c5f2bcbf5c8a	POST	undefined	/auth
20241112	20:51:56	9f0b70a0-97c6-485a-ba0c-c6ae385f35fe	GET	undefined	/logout
20241112	20:52:23	6ebee7c4-2163-4fe0-a304-a41d9f1374af	POST	undefined	/auth
20241112	20:52:24	81be7be8-717c-4d52-8d49-eb4765c70438	GET	undefined	/logout
20241112	20:52:51	061c309b-4759-4fb1-9876-1b0cd44312e0	GET	undefined	/refresh
20241112	20:52:52	decbc5ba-8485-4842-ad0f-b96d4a506f47	GET	undefined	/refresh
20241112	21:40:40	26e7c74e-4487-4fe1-b853-ce6da921dc76	POST	undefined	/auth
20241112	21:40:48	53d63a3b-2610-412a-b3c4-903dcc45246e	POST	undefined	/auth
20241112	21:40:55	dfca25c2-3ec1-45c7-ab50-581d9e95d10f	GET	undefined	/refresh
20241112	21:40:56	339f4f9d-a5d8-4a99-97b8-530563b90681	GET	undefined	/refresh
20241112	21:40:58	44cf55fd-fb15-4d81-bec1-205b3aa343b9	GET	undefined	/refresh
20241112	21:41:00	99600676-80a4-4b0f-b43d-67e270ea4dc9	POST	undefined	/auth
20241112	21:41:06	7f8d39ad-6415-49dd-8777-22310f67ab1f	POST	undefined	/auth
20241112	21:41:33	8278c8c7-a4e2-4ed0-b8b5-eca867c5fca5	POST	undefined	/auth
20241112	21:41:39	9badf576-80ee-4861-b5f8-7cd62d10ccbc	POST	undefined	/auth
20241112	21:41:53	429f3f98-61ad-48b8-ab13-c5d60ef85821	GET	undefined	/refresh
20241112	21:42:00	44c26592-b50c-4a6d-a711-4e466f97a4fa	GET	undefined	/employees
20241112	21:42:14	373dd363-6e28-4aea-b2a8-52740ca40327	POST	undefined	/employees
20241112	21:42:17	65fb0b22-bd2b-4cbd-8852-fcfe797c45c4	POST	undefined	/auth
20241112	21:42:24	80b7faac-7ba3-4fe8-bf25-6f53cda8db68	POST	undefined	/employees
20241112	21:42:56	d0745188-f208-42f7-bdb0-e81cd2ccddb4	POST	undefined	/auth
20241112	21:43:06	b6b7ad81-b6c3-48c5-afe6-211f6c8a6420	POST	undefined	/employees
20241112	21:43:14	cab6914e-654b-4092-a962-d5e0167c030a	POST	undefined	/employees
20241112	21:43:15	22201274-553c-4510-bcb6-ebc7eb533dea	POST	undefined	/employees
20241112	21:44:04	09bf8961-0188-40dd-8323-6cc7e8016d0b	POST	undefined	/auth
20241112	21:44:12	dbfe9990-ed10-4749-b3f3-f75636f27fdd	POST	undefined	/employees
20241112	21:44:14	a9c76056-14ac-4f59-a016-75d87cf3a77e	POST	undefined	/employees
20241112	21:44:51	31288335-e866-473c-abe4-1486cc59faf9	POST	undefined	/auth
20241112	21:44:56	01c833a1-12fb-4ebf-9290-feedaa9b02a0	POST	undefined	/employees
20241112	21:44:57	e00b8df4-bb6b-4ac0-83c2-1c58b0346b04	POST	undefined	/employees
20241112	21:44:58	772067e5-f0e5-4d21-80af-b70c4a12e2ca	POST	undefined	/employees
20241112	21:44:58	84480183-815e-4afb-ac1c-c17b6bf6d8e1	POST	undefined	/employees
20241112	21:44:58	bcd6f1aa-17c1-4aff-a595-aac790d47cc2	POST	undefined	/employees
20241112	21:44:59	a4c4938c-5b96-4019-a42e-0d33f8f8148e	POST	undefined	/employees
20241112	21:45:16	564d90c8-d766-4d25-a7ba-2747358b5121	POST	undefined	/employees
20241112	21:45:25	62ce4c94-e15c-41b6-85b7-0eb375e22d6e	POST	undefined	/employees
20241112	21:46:04	6a9ea926-d1ac-409e-b6ba-1e80669b34fd	POST	undefined	/auth
20241112	21:46:13	ad8ad366-588a-4623-a7a8-08d8289a6a8a	DELETE	undefined	/employees
